"","de028ad4-7ae6-11e9-a106-68b59976a384","PNP_Main_283","PNP_Validation_55","G80275","PNP_Main_363","SAMEA7045572","SAMEA7045355","HD-13","EGAR00001420773_9002000001423910","SID5428-4","G88848","G88743","PNP_Main_161","SAMEA7045443","SAMEA7045434","PNP_Validation_96","G80532","EGAR00001420742_9002000001415730","SAMEA7045220","G88982","EGAR00001420843_9002000001441150","a48719f0-7ae6-11e9-a106-68b59976a384","EGAR00001420336_9002000001272430","SID103_4M","EGAR00001420568_9002000001370790","EGAR00001420295_9002000001258923","G88782","G80373","EGAR00001420244_9002000001236274","PNP_Main_398","ESS-0243","HSM5MD8H_P","EGAR00001420873_9002000001447911","G89260","SID39_12M","aaf6076a-7ae6-11e9-a106-68b59976a384","EGAR00001420459_9002000001336350","HD-30","SID570_4M","ESS-0208","G80371","dc239b54-7ae6-11e9-a106-68b59976a384","MH0456","DHAK_HN","EGAR00001420696_9002000001402983","Travel054","EGAR00001421017_9002000001486419","PNP_Main_508","DHAK_HB","MH0430","SAMEA7045516","G88997","G88966","SID5427-1","SAMEA7045144","SID8c0a6d5a-7ae6-11e9-a106-68b59976a384","EGAR00001420242_9002000001235670","G80616","PNP_Main_440","SID64cff2e6-7ae6-11e9-a106-68b59976a384","SAMEA7045776","DHAK_HDA","SAMEA7045686","EGAR00001420221_9002000001228512","SAMEA104142088","SID504_12M","SAMEA7045298","YEZ_N-23","EGAR00001420666_9002000001395260","G80565","G88929","SID6eb0cd1c-7ae6-11e9-a106-68b59976a384","SID9a17daae-7ae6-11e9-a106-68b59976a384","cd74a670-7ae6-11e9-a106-68b59976a384","ac725ce2-7ae6-11e9-a106-68b59976a384","d7fa5842-7ae6-11e9-a106-68b59976a384","MH0458","EGAR00001420766_9002000001422322","EGAR00001420538_9002000001360382LL","Travel115","MSM79H81","MH0139","SID8bc1311c-7ae6-11e9-a106-68b59976a384","SAMEA7045662","PNP_Main_65","EGAR00001421055_9002000001503823","MH0164","SAMEA7041184","G80265","G88988","SAMEA7045071","SAMEA7045948","MSM9VZFR","EGAR00001420999_9002000001480470","G89017","SID7197b6ee-7ae6-11e9-a106-68b59976a384","PNP_Main_358","G78895","a4b551a8-7ae6-11e9-a106-68b59976a384","Travel023","V31_01_2FE","A85_01_1FE","A27_02_1FE","JAS_1","A59_01_1FE","A19_01_1FE","A04_01_1FE","A75_02_1FE","TZ_29321","A28_02_1FE","LDK_5","A11_01_1FE","A07_01_1FE","A81_03_1FE","JAS_5","TZ_91827","LDK_9","A72_02_1FE","A91_02_1FE","A70_03_1FE","TZ_60579","A36_01_1FE","TZ_37609","A20_01_1FE","A01_02_1FE","TZ_65642","TZ_83627","KHG_4","A46_01_1FE","TZ_10742","LDK_1-2","V50_01_1FE","A79_02_1FE","TZ_47979","V53_02_1FE","A47_01_1FE","A43_02_1FE","JAS_8","V06_02_1FE","JAS_4","LDK_8","A54_02_1FE","A82_02_1FE","TZ_83788","A25_01_1FE","A09_02_1FE","LDK_2","V36_02_2FE","LDK_3","A06_01_1FE","TZ_93321","TZ_73414","A39_04_1FE","KHG_11","V07_02_2FE","KHG_6","A62_01_1FE","TZ_41014","V48_03_2FE","A73_02_1FE","A73_01_1FE","JAS_7","A68_01_1FE","TZ_24827","A92_01_1FE","A15_02_1FE","JAS_2","A55_01_1FE","V54_01_1FE","A23_01_1FE","A44_01_1FE","A03_01_1FE","V19_01_2FE","TZ_61717","A88_02_1FE","A47_02_1FE","TZ_21618","A90_04_1FE","TZ_67706","A58_03_1FE","TZ_83985","A08_01_1FE","A53_01_1FE","TZ_42041","A94_02_1FE","A04_04_1FE","TZ_38244","A41_01_1FE","A10_01_1FE","A89_02_1FE","A46_02_1FE","TZ_87532","A94_01_1FE","KHG_7","LDK_4","KHG_9","A48_01_1FE","KHG_1","TZ_81781","A09_01_1FE"
"Odoribacteraceae",0,0.50849,1.56428,6.12636,0.36034,0.52896,0,0.97053,0.03596,1.34562,0.51651,0.00546,0.32133,1.6459,0.75488,0.52699,0,0.02752,0.88759,0,0.03377,0,0,0,0.09654,0.21246,0.17529,0,0,0.37925,0.51587,0,0.09794,0.03659,0,0,0,0.14584,0,2.09044,0,0,0,0,0,1.31941,0,0.65131,0.16028,0.6241,0.19502,0.27764,0.15066,0,0.33614,0,0.51072,0,0.75385,0,0.63624,0,1.81105,0.13148,0,0,0.48025,0.74438,0.11684,0,0.25701,0,0,0,0,0,0.66996,0.00496,0.17265,0.00795,0,0.72705,0,0.89926,0.05752,0.07855,0.30401,0.75484,0,0,0.60225,0.70592,0.44634,0.24936,0.16766,0,0.24645,0,0,0.18324,0.04003,0,0.28713,0.02269,0,0,0,0.14718,0,0.00444,0.92618,0,0.00794,0.37351,0.00037,0,0,0,0.39187,1.57135,0,0.10235,0,0,0.20096,0,0,0,0.32842,0,0.03697,0,0,0,0.00367,0,0.35156,0.39089,0.0767,0.02414,0.00463,0,0,0,0,0,0.04459,0,0,0,0,0,0,0,2.28277,0.11557,0,0,0,0,0.05318,0.00331,0,0,0,0,0,0.03156,0.00445,0,0,0,0.15722,0,0.01061,0,0,0,0,0.56119,0,0.1815,0,0,1.33367,0.31047,0,0.06589,0,0,0,0,0.02202,0.00529,0.01763,0.03062,0,0.06914,0,0
"Barnesiellaceae",0,2.27081,5.08997,15.56663,0.20275,1.79288,0,0,0.08842,0.41188,0,0.1304,1.69993,2.53517,4.07732,0.39247,0.06732,0.16744,0.55433,0.12502,0.09478,0,0,0,0.04723,0.09055,0.94486,0,0.21529,0.04787,0.02381,0,0.57749,0.24116,0,0,0,0.34209,0,3.7181,0,0,0,0,0.14009,0.77157,0.00693,1.97115,0,0.08739,0.36823,0.27934,0.24091,0,1.35114,0,1.30094,0,0.43629,0,1.82231,0,1.41025,0.23193,0,0,0.70024,0.41946,0.81892,0,0.42523,0,0,0,0,0,1.64159,0.0263,0.45231,0.01943,0,1.78217,0,1.9294,0.16363,0.76731,0.06855,0.10241,2.98841,0.05602,0.03691,7.76917,1.11435,0.64646,0.21513,0,0.47349,0,0,0.09667,0,0,0.00944,0,0,0,0,0.01427,0,0,1.47596,0,0,0.07326,0,0,0,0,0.22941,0.51559,0,0.01134,0,0,0,0,0,0,0.0254,0,0,0,0,0,0.00612,0,1.84934,0.0263,1.4808,0.00415,0,0,0,0,0,0,0.02674,0,0,0,0,0,0,0.01495,0.43271,0,0,0,0,0,0,0,0,0,0,0,0,1.48098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19554,0,0,0.00216,0,0,0,0,0,0,0,0,0.04843,0,0,0,0.08501,0,0
"Pasteurellaceae",4.48961,0.01,0,0.01362,0.01171,0.08129,0.00592,0,0,0,0.01106,0.00518,0,0,0.06213,0.01479,0.49278,0,0,0.15048,0,0,0,0,0,0,0,0.02504,0,0,0,0.03242,0.03873,0,0,0,0,0.032,0.02081,0.00426,0.12127,0.2888,0,0,0,0,0,0,0,0,0.19634,0.0234,0,0,0,0.44667,0,2.67214,0,0.69944,0,0,0.03389,0,0.23619,1.04765,0.02788,0,0,0,0,0,0,0,0,0,0,0,0,0.04402,1.92783,0.08595,0,0.014,0.05047,0,0,0,0,0,0,0,0,0.07925,0,0.19307,0,0,0,0,0.4483,0.25825,0.12471,0,1.37473,0.08261,0.16219,0,0,0.11017,0.01519,0.91,0.01761,0.02829,0.00902,0.04138,0.01679,0.03537,0.37553,1.19297,0,0.18692,0,0,0,0.0218,0,0.02525,4.6376,0,0.01497,0.36311,0.2274,0,0.00147,3.20054,0,0.15314,0,0.04165,0,0.18029,0,0.0502,0.16046,0.15195,0.00989,0,0,0,0.01044,0,0.02069,0,0,1.09984,0.03585,0,0.00566,0.00635,0,0,0,0,0.04573,0,0,0.39138,0.12713,0.00833,0.53728,0,0.07244,0,0,0.00419,0,0.05345,0,0.15946,0,0,0.5569,0,0.17552,0.11735,0,0,14.2228,0.02045,0,0,0.22682,0,0.24771,0,0,0.2485,0.3058,0.85177
"Micrococcaceae",0.25083,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0.14055,0,0.00647,0,0.03861,0,0,0.04608,0,0,0,0.03278,0.00033,0.00038,0,0,0,0,0.01117,0,0,0,0,0,0,0,0,0,0,0.02136,0,0,0,0,0.00358,0,0,0,0,0,0,0,0,0.04825,0,0.0036,0,0,0,0,0.02528,0,0,0,0,0,0,0,0,0,0,0.00722,0,0,0.00853,0,0,0,0,0,0,0,0,0,0.01061,0,0,0,0,0.01286,0.02364,0.00615,0,0,0,0,0,0,0.00265,0,0.02554,0,0.00108,0.00746,0,0,0,0,0.00654,0,0,0,0,0,0,0,0,0.05015,0,0,0,0,0,0.01033,0,0,0,0,0.05871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01422,0.003,0,0,0.00053,0,0,0,0,0,0,0.00529,0,0.03497,0,0.02165,0,0.00434,0,0.00203,0,0.01699,0.03351,0,0,0,0,0.03657,0,0.1455,0.00099,0,0,0,0.03454,0,0,0,0,0.04889,0,0,0.07664,0,0
"Akkermansiaceae",0,0.00784,0,1.99276,0.25451,0,0,0,0.0994,3.29795,1.12346,0,0.18857,0,7.96762,0.03132,0,0.66266,0.19678,0,0.75936,0,0.10476,0,0,1.53767,0,5.42438,0,0,0.02635,0.12087,4.76157,0.83121,3.88791,0,0,0,0,5.96037,0,0,1.01026,0.0079,0,1.99768,0.52197,0.46344,0,5.52514,0.4984,0,2.36616,0.05832,0,0,0,0,0.02129,0,3.95919,0.02734,0.00711,0.73922,0,0.64484,0.33334,0,19.09539,0,0.04941,0,0,0,1.54077,0,3.82691,0,0.88077,0,0.22395,0.6912,0,0,0,3.12165,0,33.4139,0,0,0.37978,14.74697,0,0.00972,0,0,0,0,0,0,0,0,0,0,0.01059,0.20445,0,0.00652,0,0,2.97705,0,0,1.4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23164,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0.02683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219,0,0,0,0.05498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05011,0,0,0,0,0,0,0,0,0
"Methanobacteriaceae",0,10.96643,0,0,0,0,0.0987,0,0,4.91336,0,0,1.35534,0,0,0,0,0,0.00987,0,10.26823,0,0,0,0,0.18936,0,0,0,0,0,0,2.42085,0,0,0,0,0,0,0.06254,0,0,0.06216,0,0.13029,0,1.36647,0,0,0.04417,0,0,5.81573,0,0.12903,0,0,0,0,0,0,3.8219,0.88378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629,0,0,1.74268,1.49075,0,2.13463,0,0,2.10035,0,0,1.84484,0,0,0.88612,0,0,0,0,0.06232,0.73438,0.21918,0,0.67552,0.88873,0.64191,9.84035,13.0522,0,0,4.66483,0.21241,0,12.49734,0,2.40189,0,1.11188,21.48695,1.64001,19.53443,0,0,0.38008,26.67904,0,0.15106,10.20031,0.00655,0,35.74129,0.66424,0.72969,0,0.19485,0,0.08806,0,0,1.70804,7.73284,0,0,0.30972,0.00172,0.46373,0,0,0,0.90484,0.0419,0,0.39213,0,0.72258,0.03795,0,0.00371,1.59556,0,0.12844,1.99359,0.0788,0.29637,0.66873,0,0,11.75952,0,0,0.13732,0,9.88391,2.62613,17.12043,0.01752,0.01151,0,0.82075,0.14857,0.05159,16.14027,0,0,12.77401,0.03387,0,0.16026,1.28979,0.18569,0,0.66779,0,0,3.22895,0,0.11394,0
"Methanomassiliicoccaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synergistaceae",0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0.00121,0,0,0,0,0.17587,0,0,0,0,0,0,0.00622,0,0,0,0,0,0,0,0,0,0,0,0.01026,0,0,0.00405,0.00138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0.00198,0.00219,0.00045,1.46963,0,0,0,0,0,0.00251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396,0.01053,0,0,0,0.00124,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977,0,0,0.01131,0,0,0,0,0,0
"Lactobacillaceae",0,0.0099,0,0,0.30217,0.00559,0.00493,0,0.01596,0,0.03492,0,0.01767,0.11227,0.10132,0.00472,0,0,0.00494,0,0,0.02597,0,0,0.11415,3.16202,0.01434,0,0.06478,0.0467,0,0,0.14974,0.07292,0.00527,7.60455,0.07928,0.10485,0,0.17704,0,0.00072,0,0.04688,0,0.0289,0.01967,0,0,0.21054,0.06331,0,0.02717,0.02796,0.03655,0,0.10603,0,0.00938,0,0.24787,0,0.1612,0.20328,4.47168,0,9e-04,0,0.01139,3.56925,0.02216,0,0,2.67643,0,0,0,0.01489,0,0.00401,0,1.44514,0,0,0,0,1.02596,0,0,0,0.0198,0,0.00832,0.19473,0,0,0.77598,8.03884,0.206,1.76828,0.04859,5.0054,0.04333,1.48311,0,0,0.03775,0.48311,0,0.26164,2.21168,3.39879,0.03104,0.00725,2.02549,0,3.46218,0.21566,0.06241,0.1297,0,0.32237,0,0.38416,0,0.09395,0,0.29294,0.02143,0,6.10924,0,0.04156,0,1.99801,0.98047,0.24725,0.03932,0.36452,4.18611,10.65227,0.22187,0,0.26246,0.05331,0.54088,2.89007,3.68153,1.35778,0,0.00509,0,0.28029,10.26635,0,1.40883,0.04003,0,4.20914,0.01602,0.0326,5.00148,0.23327,0,0,0.01165,2.17737,0.00841,0.01874,0.04066,0.27037,0,0.22198,0,3.38909,0.01966,0,0.38543,0,0,0.24739,0.14285,0.14829,0,0,0,0,0.01478,0,0.02713,4.92035,0,0.05048,1.33719,2.41236,4.73213,0.79995,13.90788,0,0.02821
"Victivallaceae",0,0.01486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0,0,0,0,0,0,0,0.11828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0.02102,0,0,0,0.07301,0,0,0,0,0,0.01668,0,0,0,0,0,0.00395,0,0,7.27031,0,0.04285,1.52696,6.60795,0,0,0.02195,0.201,0,0,0,0,0,0,0,0,0,0.01287,0.02382,0,0,0,0,0.0064,0,0.02851,9.75461,0,0,0,0.62839,0,0.37805,0,0,0,1.11272,0,0,0,0.01434,0.04332,0.0118,0,0,0,0.00764,0,0.2539,0,0.15308,0,0,0.14653,0,0,0.10994,0,0.23923,0,0,0,0,3.14684,0,0,0,0,0.00479,0.23085,0,0.00305,0,0,0,0.6887,0,0,0,0,0,0,0,0.06432,0.08751,0,0,0,0,0,0,0,0,0
"Bacillales unclassified",0,0,0,0,0.00291,0,0,0,0,0,0,0,0,0.00316,0,0,0,0,0,0,0,0,0,0.17186,0.0447,0,0,0,0.14013,0.01505,0.00852,0,0,0.00394,0,0.00323,0,0,0,0.01326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779,0,0.01519,0.00087,0,0.02658,0,0,0,0,0,0.02724,0,0,0,0,0,0,0.97553,0,0.02344,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0.01356,0,0,0,0,0,0,0,0.03183,0,0,0,0,0.00481,0,0,0,0,0,0.02499,0,0,0.00123,0,0.41881,0,0,0,0,0,0.02203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01961,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01381,0.00518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01595
"Hafniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166,0,0.00258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0.00227,0,0.01743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0,0,0,0,0,0,0,0,0,0,0.00136,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0
"Enterococcaceae",0,0.04237,0,0,0,0,0,0,0,0,0,0,0.06401,0,0,0,0.01186,0,0,0,0,0,0,42.31458,0,0,0,0,0.14713,0,0,0,0,0,0,1.48287,0,0,0.47371,0,0.09764,0.14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69982,0,0,0,26.33284,0,0,0,0,0.01198,0.14311,0,0,0,6.815,0,15.84371,19.17762,1.42697,0.09785,66.21149,0,0.04234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23151,0,0.23383,0.65324,0,0.02983,15.85128,0.04856,0,0,0,0.02497,0,0,0.00282,0,0,0,0,0,0.0648,0,0,0,0,0,0,0,0.5465,0.78124,0.01546,0,0,0.14588,0,0.10977,0,0,0,0.82169,0,1.8808,0,0,0,0,0.04572,0,0,0.04715,27.55696,0,0.18211,0,0,0,0,0,0,0,0,2.0453,0,0,0,0,0,17.82971,0,0,0,0,0,0,0,0,0,0.02388,0,0.00032,0.17038,0,0.07688,0,0,0,0.15507,1.0529,0,0,0,0,0,0,0,0.47623,0,0.00957,0,0,0,12.82147,0.14983,0,0.02847
"Atopobiaceae",0,0.01809,0,0,0,0,0,0,0.4225,0,0.00584,0,0,0,0,0,0,0.01224,0,0.01053,0,0,0.07419,0,0,0.01656,0.00294,0,0.00571,0.00131,0,0,0.00403,0.00139,0.00125,0,0,0,0,0.00017,0,0,0,0,0.00915,0,0.00354,0,0,0.0303,0,0,0.06678,0,0,0,0.39306,0,0.00105,0,0,0,0,0,0,0,0,0,0.00201,0,0,0,0,0.00108,0,0,0,0,0,0,0,0.00499,0,0,0.0126,0.00094,0.00426,0.05303,0,0,0.00168,0,0,0.02717,0,0,0,0,0,0,0.04132,0.06247,0,0.00187,0.0209,0.0247,0.01273,0.02262,0,0.10457,0,0.01265,0.03719,0.01875,0.0128,0,0,0.01155,0,0.03861,0,0.10528,0,0.00634,0,0,0,0.0055,0.00105,0,0,0.03934,0.08964,0,0.01965,0,0,0,0.07362,0.00721,0.00247,0.05664,0,0,0,0.06156,0.00864,0,0,0,0,0,0.02747,0.03125,0,0.03611,0.01451,0,0.17515,0.00162,0.01929,0.00944,0.02959,0,0.34827,0,0.0399,0,0.00442,0.04948,0.18967,0,0.00184,0,0.01718,0.00489,0,0.01823,0,0.02556,0,0.00914,0.00421,0,0,0,0,0,0.00586,0.00644,0.03964,0,0.00392,0.89287,0,0.02932,0.00275,0,0,0
"Peptoniphilaceae",0,0,0,0,0.01871,0,0,0,0,0,0,0,0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21603,0.00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27079,0,0,0.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propionibacteriaceae",0,0,0,0,0,0,0,0,0.01326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403,0.00591,0.14173,0,0.03008,0.06279,0.05952,0.00626,0,0.02848,0,0.01517,0,0,0,0,0,0.00254,0.0122,0.00571,0,0.03025,0,0.0931,0.01313,0,0,0,0.07159,0,0.00145,0,0.22285,0,0.00854,0.26001,0.20938,0,0,0,0,0.09105,0.45815,0,0.00403,0.01292,0,0,0,0,0,0,0.03971,0,0.00982,0,0,0,0,0.00288,0,0,0.01075,0,0.1101,0,0,0,0.01793,0.15909,0.00355,0,0.01149,0,0.02261,0.00022,0,0.02919,0,0,0,0,0,0,0,0.13716,0,0.01268,0,0.03521,0,0,0.01709,0,0,0,0,0,0,0.04856
"Leuconostocaceae",0,0,0,0,0,0,0,0,0,0,0,0,0.01886,0,0,0,0,0,0,0,0,0,0,0,0.40075,0,0,0,0.13838,0,0,0,0,0,0,0,0.18468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0.04562,0,0,0,0.00659,0,0,0,0.08717,0.93494,0,0,0,0.13352,0,0,0.05842,0,0.00352,0,0.02554,0,0,0.01007,0,0.33641,0,0,0,0,0,0.10168,0,0,0,0,0,0,0,0,0,0.41366,0,0,0,0,0,0,0,0,0,0,0,0,1.05378,0,0,0,0,0.00123,0,0,0,0.03917,0,0.00406,0.00045,2.54544,0,0,0,0.02075,0,0,0,0,0,0,0,0,0,0,0,0,0.06537,0,0,0,0,0.01385,0,0,0.46359,0,0.08646,0.35356,0,0,0,0,0.00307,0,0,0,0.95261,0,0
"Actinomycetaceae",0,0.0088,0,0,0,0,0,0,0.07203,0,0,0,0.12652,0.00115,0,0,0,0.0166,0,0,0.02666,0,0,0.126,0,0.00387,0,0,0.06773,0.0026,0,0,0.01296,0.15569,0.00834,0.01194,0.0034,0,0.03224,0.02512,0,0.09127,0,0,0.04824,0,0.00091,0,0,0,0.00414,0,0.0215,0.02189,0,0.01222,0.12297,0,0.01332,0,0,0,0,0.00107,0.00066,0,0,0,0.02573,0.00759,0,0,0,0.31936,0.01436,0,0,0,0,0,0,0,0,0.01038,0,0,0,0.36357,0,0,0.00462,0,0,0.034,0,0,0,0,0,0.04781,0.11565,0.00053,0.00095,0,0.02788,0.15956,0.07444,0,0,0.22644,0,1.00144,0.07191,0,0,0,0,0.00357,0,0.00736,0,0,0,0,6.53634,0,0,0,0.49199,0,0,0.20634,0.70255,0,0.01416,0,0,0.00041,0,0,0,0,0,0,0,0.22493,0,0,0,0,0,0,0,0,0,0.00474,0.0309,0,0.11439,0.00796,0,0,0.03422,0,0.12077,0,0,0.00024,0.02276,0,0.21039,0,0.00309,0,6.31282,0,0,0,0,0.1527,0,0,0,0,0.00447,0.01562,0,0,0.05616,0,0,0,0,0,2e-04,0.00033,0,0.00627,0,0
"Candidatus Gastranaerophilales unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59273,0,0,0,0,0,0.3756,0,0,0.30801,0,0,0,0,0,0,0.49938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonadaceae",0,0.03051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0.02164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15755,0,0,0.01405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
